Id,Fecha,Estación,Tipo_Combustible,Litros_Vendidos,Precio_Unitario,Total_Venta,Tipo_Vehículo,Monto_Pagado,Método_Pago,Placa_Vehículo,Hora_Venta,Cliente_Frecuente
558,04-04-24,TEISA 2,Extra,15.67,2.4,37.61,Sedán,37.61,Efectivo,XYZ-5678,16.0:42,Sí
559,04-04-24,TEISA 1,Diésel,7.49,1.8,13.48,Sedán,13.49,Efectivo,XYZ-5678,10.000007,No
560,04-04-24,TEISA 1,Diésel,9.66,1.8,17.39,Motocicleta,17.38,Transferencia,TUV-8765,10.000006,Sí
561,04-04-24,TEISA 1,Diésel,108.57,1.8,195.43,Bus,195.42,Transferencia,Unidad 202,9.0:24,Sí
562,04-04-24,TEISA 1,Súper,16.08,3.1,49.85,Bus,49.84,Transferencia,ABC-1234,8.000008,Sí
563,04-04-24,TEISA 2,Súper,23.75,3.1,73.62,Bus,73.63,Tarjeta,KLM-4321,19.0:38,Sí
564,04-04-24,TEISA 1,Diésel,17.06,1.8,30.71,Sedán,30.7,Efectivo,XYZ-5678,5.0:21,No
565,04-05-24,TEISA 1,Diésel,5.71,1.8,10.28,Sedán,10.28,Transferencia,TUV-8765,12.0:39,No
566,04-05-24,TEISA 1,Extra,32.66,2.4,78.38,Motocicleta,78.39,Tarjeta,XYZ-5678,16.000007,No
567,04-05-24,TEISA 1,Extra,10.93,2.4,26.23,Camioneta,26.24,Efectivo,ABC-1234,12.0:38,Sí
568,04-05-24,TEISA 1,Extra,7.6,2.4,18.24,Motocicleta,18.24,Transferencia,ABC-1234,15.0000000,Sí
569,04-06-24,TEISA 2,Súper,9.57,3.1,29.67,Motocicleta,29.66,Efectivo,TUV-8765,6.000002,Sí
570,04-06-24,TEISA 1,Extra,73.37,2.4,176.09,Bus,176.09,Efectivo,Unidad 303,5.0:21,Sí
571,04-06-24,TEISA 1,Extra,30.35,2.4,72.84,Sedán,72.85,Transferencia,XYZ-5678,5.0:44,No
572,04-06-24,TEISA 1,Diésel,44.17,1.8,79.51,Camioneta,79.5,Efectivo,KLM-4321,14.0:41,No
573,04-06-24,TEISA 1,Extra,15.27,2.4,36.65,SUV,36.64,Efectivo,KLM-4321,10.000004,No
574,04-07-24,TEISA 1,Extra,14.11,2.4,33.86,Camioneta,33.87,Tarjeta,XYZ-5678,19.0:43,No
575,04-07-24,TEISA 1,Extra,25.73,2.4,61.75,Bus,61.76,Transferencia,KLM-4321,19.0:24,Sí
576,04-07-24,TEISA 1,Diésel,13.48,1.8,24.26,Bus,24.26,Transferencia,TUV-8765,11.0000000,Sí
577,04-07-24,TEISA 1,Súper,57.44,3.1,178.06,Bus,178.06,Tarjeta,Unidad 404,12.0:59,Sí
578,04-07-24,TEISA 1,Diésel,19.46,1.8,35.03,Bus,35.03,Transferencia,KLM-4321,7.0:38,Sí
579,04-07-24,TEISA 1,Diésel,38.81,1.8,69.86,Bus,69.86,Efectivo,ABC-1234,20.0:19,Sí
580,04-08-24,TEISA 1,Extra,76.63,2.4,183.91,Bus,183.92,Efectivo,Unidad 202,15.0:24,Sí
581,04-08-24,TEISA 2,Diésel,42.26,1.8,76.07,SUV,76.07,Efectivo,TUV-8765,5.000005,No
582,04-08-24,TEISA 2,Diésel,14.83,1.8,26.69,Bus,26.7,Tarjeta,TUV-8765,21.000004,Sí
583,04-08-24,TEISA 2,Diésel,16.88,1.8,30.38,SUV,30.39,Tarjeta,ABC-1234,14.0:37,No
584,04-08-24,TEISA 1,Diésel,25.49,1.8,45.88,Bus,45.89,Tarjeta,KLM-4321,18.000008,Sí
585,04-08-24,TEISA 1,Diésel,25.0,1.8,45.0,Motocicleta,45.0,Transferencia,KLM-4321,7.0:45,No
586,04-09-24,TEISA 1,Extra,47.81,2.4,114.74,Bus,114.75,Transferencia,Unidad 101,11.0:48,Sí
587,04-09-24,TEISA 2,Diésel,31.55,1.8,56.79,Sedán,56.79,Transferencia,ABC-1234,8.0:29,Sí
588,04-09-24,TEISA 2,Súper,39.68,3.1,123.01,Bus,123.01,Tarjeta,Unidad 404,13.0:29,Sí
589,04-09-24,TEISA 1,Extra,54.63,2.4,131.11,Bus,131.12,Tarjeta,Unidad 303,15.0:26,Sí
590,04-09-24,TEISA 1,Extra,11.52,2.4,27.65,Bus,27.65,Transferencia,TUV-8765,16.0:39,No
591,04-09-24,TEISA 1,Diésel,8.93,1.8,16.07,SUV,16.08,Efectivo,XYZ-5678,18.0:34,Sí
592,04-09-24,TEISA 1,Extra,17.55,2.4,42.12,Motocicleta,42.13,Tarjeta,XYZ-5678,18.0:53,Sí
593,04-09-24,TEISA 1,Diésel,88.85,1.8,159.93,Bus,159.93,Transferencia,Unidad 404,20.0000000,Sí
594,04-10-24,TEISA 1,Extra,16.0,2.4,38.4,Sedán,38.41,Tarjeta,ABC-1234,9.000005,No
595,04-10-24,TEISA 2,Extra,11.75,2.4,28.2,Sedán,28.21,Transferencia,TUV-8765,12.0:25,No
596,04-10-24,TEISA 1,Diésel,37.39,1.8,67.3,Bus,67.3,Tarjeta,XYZ-5678,9.0:38,No
597,04-10-24,TEISA 2,Diésel,68.43,1.8,123.17,Bus,123.18,Efectivo,Unidad 303,7.0:12,Sí
598,04-10-24,TEISA 1,Extra,78.99,2.4,189.58,Bus,189.57,Transferencia,Unidad 202,12.0:52,Sí
599,04-10-24,TEISA 1,Extra,10.15,2.4,24.36,Motocicleta,24.37,Transferencia,TUV-8765,17.0:27,Sí
600,04-10-24,TEISA 1,Diésel,26.92,1.8,48.46,Sedán,48.45,Tarjeta,TUV-8765,19.0:52,No
601,04-10-24,TEISA 2,Súper,52.08,3.1,161.45,Bus,161.45,Tarjeta,Unidad 202,17.0000000,Sí
602,04-11-24,TEISA 1,Diésel,30.56,1.8,55.01,SUV,55.01,Transferencia,ABC-1234,6.0:31,No
603,04-11-24,TEISA 1,Extra,80.19,2.4,192.46,Bus,192.46,Transferencia,Unidad 101,7.0:25,Sí
604,04-11-24,TEISA 1,Diésel,14.18,1.8,25.52,Motocicleta,25.53,Efectivo,KLM-4321,5.0:52,Sí
605,04-11-24,TEISA 1,Súper,20.24,3.1,62.74,Camioneta,62.74,Transferencia,ABC-1234,17.0:37,Sí
606,04-11-24,TEISA 1,Diésel,37.69,1.8,67.84,Sedán,67.85,Efectivo,ABC-1234,9.0000000,Sí
607,04-11-24,TEISA 1,Extra,76.7,2.4,184.08,Bus,184.08,Transferencia,Unidad 101,12.000003,Sí
608,04-11-24,TEISA 1,Súper,21.54,3.1,66.77,Camioneta,66.76,Efectivo,TUV-8765,6.0:29,No
609,04-12-24,TEISA 1,Extra,23.35,2.4,56.04,Motocicleta,56.04,Transferencia,KLM-4321,21.000005,No
610,04-12-24,TEISA 2,Extra,26.71,2.4,64.1,Bus,64.1,Transferencia,ABC-1234,20.0:28,No
611,04-12-24,TEISA 1,Extra,72.89,2.4,174.94,Bus,174.93,Transferencia,Unidad 404,12.0:11,Sí
612,04-12-24,TEISA 1,Súper,38.92,3.1,120.65,Bus,120.66,Efectivo,Unidad 404,19.0:57,Sí
613,04-13-24,TEISA 2,Extra,18.15,2.4,43.56,Camioneta,43.56,Tarjeta,KLM-4321,5.0000000,No
614,04-13-24,TEISA 1,Extra,16.51,2.4,39.62,Motocicleta,39.63,Transferencia,TUV-8765,17.0:49,Sí
615,04-13-24,TEISA 1,Extra,31.66,2.4,75.98,Camioneta,75.99,Transferencia,TUV-8765,20.0:18,Sí
616,04-13-24,TEISA 1,Diésel,14.96,1.8,26.93,SUV,26.92,Tarjeta,TUV-8765,15.0000000,Sí
617,04-13-24,TEISA 1,Súper,24.81,3.1,76.91,Camioneta,76.91,Tarjeta,XYZ-5678,21.0000000,No
618,04-14-24,TEISA 1,Extra,18.43,2.4,44.23,SUV,44.23,Efectivo,ABC-1234,16.0:24,Sí
619,04-14-24,TEISA 1,Diésel,94.24,1.8,169.63,Bus,169.64,Efectivo,Unidad 101,5.0:28,Sí
620,04-14-24,TEISA 2,Diésel,35.07,1.8,63.13,Bus,63.12,Efectivo,TUV-8765,11.0000000,No
621,04-14-24,TEISA 1,Extra,21.65,2.4,51.96,Bus,51.96,Efectivo,TUV-8765,15.0:23,No
622,04-15-24,TEISA 1,Diésel,78.25,1.8,140.85,Bus,140.85,Tarjeta,Unidad 303,10.0:28,Sí
623,04-15-24,TEISA 2,Extra,12.0,2.4,28.8,Camioneta,28.8,Transferencia,KLM-4321,16.000006,No
624,04-15-24,TEISA 2,Extra,14.95,2.4,35.88,Sedán,35.87,Transferencia,XYZ-5678,17.0:14,Sí
625,04-15-24,TEISA 1,Diésel,38.43,1.8,69.17,Sedán,69.17,Tarjeta,XYZ-5678,21.000002,No
626,04-15-24,TEISA 2,Diésel,9.87,1.8,17.77,Motocicleta,17.77,Efectivo,KLM-4321,19.000008,Sí
627,04-16-24,TEISA 1,Diésel,66.11,1.8,119.0,Bus,119.0,Tarjeta,Unidad 101,7.0:32,Sí
628,04-16-24,TEISA 1,Súper,34.71,3.1,107.6,Bus,107.61,Efectivo,Unidad 404,6.0:16,Sí
629,04-16-24,TEISA 1,Súper,32.26,3.1,100.01,Bus,100.02,Transferencia,Unidad 202,14.0:32,Sí
630,04-16-24,TEISA 1,Extra,13.24,2.4,31.78,Bus,31.78,Transferencia,ABC-1234,13.000005,No
631,04-16-24,TEISA 1,Diésel,21.86,1.8,39.35,SUV,39.34,Efectivo,KLM-4321,7.0:37,Sí
632,04-16-24,TEISA 1,Extra,31.93,2.4,76.63,Camioneta,76.62,Transferencia,ABC-1234,18.000009,Sí
633,04-16-24,TEISA 2,Extra,29.55,2.4,70.92,Sedán,70.91,Tarjeta,ABC-1234,20.0:36,No
634,04-17-24,TEISA 1,Diésel,18.04,1.8,32.47,Bus,32.48,Efectivo,ABC-1234,14.0:19,No
635,04-17-24,TEISA 1,Diésel,15.05,1.8,27.09,Motocicleta,27.09,Efectivo,KLM-4321,12.0:55,No
636,04-17-24,TEISA 1,Diésel,23.78,1.8,42.8,Bus,42.81,Efectivo,KLM-4321,14.000008,No
637,04-17-24,TEISA 1,Diésel,34.76,1.8,62.57,Sedán,62.57,Tarjeta,TUV-8765,21.0:23,Sí
638,04-17-24,TEISA 2,Extra,31.25,2.4,75.0,Motocicleta,75.0,Efectivo,XYZ-5678,5.0:43,No
639,04-17-24,TEISA 2,Diésel,10.69,1.8,19.24,Motocicleta,19.25,Efectivo,TUV-8765,9.0:18,No
640,04-18-24,TEISA 2,Extra,23.54,2.4,56.5,Bus,56.49,Transferencia,ABC-1234,17.0:27,Sí
641,04-18-24,TEISA 1,Diésel,35.84,1.8,64.51,Motocicleta,64.51,Tarjeta,XYZ-5678,12.0:51,Sí
642,04-18-24,TEISA 1,Diésel,7.87,1.8,14.17,Motocicleta,14.17,Efectivo,KLM-4321,8.000006,No
643,04-18-24,TEISA 1,Súper,4.95,3.1,15.35,Motocicleta,15.34,Transferencia,XYZ-5678,21.0:27,No
644,04-18-24,TEISA 1,Diésel,64.11,1.8,115.4,Bus,115.4,Transferencia,Unidad 303,21.0:53,Sí
645,04-18-24,TEISA 1,Súper,44.58,3.1,138.2,Bus,138.2,Tarjeta,Unidad 101,21.0:38,Sí
646,04-18-24,TEISA 1,Extra,20.25,2.4,48.6,SUV,48.59,Transferencia,XYZ-5678,18.0:34,Sí
647,04-19-24,TEISA 1,Diésel,10.46,1.8,18.83,Sedán,18.83,Efectivo,TUV-8765,13.0:32,No
648,04-19-24,TEISA 1,Extra,69.85,2.4,167.64,Bus,167.63,Transferencia,Unidad 404,14.000007,Sí
649,04-19-24,TEISA 2,Súper,20.03,3.1,62.09,Camioneta,62.09,Efectivo,ABC-1234,21.000001,Sí
650,04-19-24,TEISA 1,Diésel,109.77,1.8,197.59,Bus,197.58,Transferencia,Unidad 404,13.0:55,Sí
651,04-19-24,TEISA 1,Súper,20.78,3.1,64.42,Bus,64.43,Transferencia,TUV-8765,21.000006,Sí
652,04-19-24,TEISA 2,Diésel,32.87,1.8,59.17,Bus,59.16,Efectivo,KLM-4321,7.0:45,Sí
653,04-20-24,TEISA 1,Súper,22.48,3.1,69.69,Motocicleta,69.69,Transferencia,TUV-8765,20.0:58,No
654,04-20-24,TEISA 1,Extra,32.21,2.4,77.3,Motocicleta,77.3,Tarjeta,TUV-8765,19.0:23,No
655,04-20-24,TEISA 1,Súper,35.9,3.1,111.29,Bus,111.28,Tarjeta,Unidad 101,18.0:41,Sí
656,04-20-24,TEISA 1,Extra,67.61,2.4,162.26,Bus,162.27,Tarjeta,Unidad 202,21.0:46,Sí
657,04-21-24,TEISA 1,Diésel,95.93,1.8,172.67,Bus,172.68,Transferencia,Unidad 404,7.0:12,Sí
658,04-21-24,TEISA 1,Extra,66.37,2.4,159.29,Bus,159.28,Efectivo,Unidad 303,11.000007,Sí
659,04-21-24,TEISA 1,Diésel,103.68,1.8,186.62,Bus,186.63,Efectivo,Unidad 101,6.0:33,Sí
660,04-21-24,TEISA 1,Súper,7.89,3.1,24.46,Camioneta,24.47,Efectivo,ABC-1234,21.0000000,Sí
661,04-21-24,TEISA 2,Extra,32.38,2.4,77.71,Motocicleta,77.7,Transferencia,ABC-1234,18.0:14,Sí
662,04-21-24,TEISA 1,Diésel,109.4,1.8,196.92,Bus,196.92,Tarjeta,Unidad 202,6.0:31,Sí
663,04-21-24,TEISA 1,Extra,57.5,2.4,138.0,Bus,137.99,Efectivo,Unidad 202,8.0000000,Sí
664,04-21-24,TEISA 1,Diésel,64.88,1.8,116.78,Bus,116.78,Tarjeta,Unidad 202,15.0000000,Sí
665,04-22-24,TEISA 1,Diésel,39.96,1.8,71.93,Motocicleta,71.92,Tarjeta,KLM-4321,6.000001,No
666,04-22-24,TEISA 1,Súper,63.83,3.1,197.87,Bus,197.86,Transferencia,Unidad 404,9.000004,Sí
667,04-22-24,TEISA 1,Extra,14.33,2.4,34.39,Camioneta,34.4,Transferencia,TUV-8765,11.0000000,No
668,04-22-24,TEISA 2,Súper,3.8,3.1,11.78,Camioneta,11.78,Tarjeta,XYZ-5678,20.0:35,Sí
669,04-22-24,TEISA 1,Súper,8.79,3.1,27.25,SUV,27.24,Efectivo,TUV-8765,18.0:17,No
670,04-23-24,TEISA 1,Súper,43.15,3.1,133.76,Bus,133.78,Tarjeta,Unidad 101,9.0:21,Sí
671,04-23-24,TEISA 1,Súper,11.21,3.1,34.75,Camioneta,34.75,Transferencia,TUV-8765,20.0:57,No
672,04-23-24,TEISA 1,Extra,30.54,2.4,73.3,Camioneta,73.3,Efectivo,ABC-1234,16.0:28,No
673,04-23-24,TEISA 1,Diésel,37.59,1.8,67.66,Camioneta,67.66,Efectivo,TUV-8765,6.000004,Sí
674,04-23-24,TEISA 1,Diésel,39.42,1.8,70.96,Sedán,70.96,Transferencia,TUV-8765,5.000006,Sí
675,04-23-24,TEISA 1,Súper,38.5,3.1,119.35,Bus,119.35,Tarjeta,Unidad 101,14.0:43,Sí
676,04-24-24,TEISA 2,Diésel,22.44,1.8,40.39,SUV,40.4,Efectivo,KLM-4321,10.000005,Sí
677,04-24-24,TEISA 1,Extra,28.65,2.4,68.76,Motocicleta,68.77,Tarjeta,ABC-1234,14.0:51,Sí
678,04-24-24,TEISA 1,Extra,24.8,2.4,59.52,Motocicleta,59.53,Efectivo,XYZ-5678,8.0:49,Sí
679,04-24-24,TEISA 1,Súper,25.72,3.1,79.73,Bus,79.72,Efectivo,TUV-8765,15.0:59,Sí
680,04-24-24,TEISA 1,Súper,17.86,3.1,55.37,Sedán,55.37,Tarjeta,TUV-8765,5.000004,No
681,04-24-24,TEISA 1,Extra,12.95,2.4,31.08,Motocicleta,31.07,Tarjeta,XYZ-5678,14.0:53,Sí
682,04-25-24,TEISA 1,Extra,72.15,2.4,173.16,Bus,173.15,Tarjeta,Unidad 303,12.0:26,Sí
683,04-25-24,TEISA 1,Diésel,19.57,1.8,35.23,Bus,35.23,Tarjeta,KLM-4321,9.0:43,Sí
684,04-25-24,TEISA 1,Extra,56.91,2.4,136.58,Bus,136.59,Transferencia,Unidad 202,5.0:12,Sí
685,04-25-24,TEISA 1,Súper,33.21,3.1,102.95,Bus,102.94,Tarjeta,Unidad 202,20.0:25,Sí
686,04-25-24,TEISA 1,Extra,64.74,2.4,155.38,Bus,155.37,Transferencia,Unidad 202,16.0:17,Sí
687,04-25-24,TEISA 1,Diésel,25.95,1.8,46.71,SUV,46.71,Efectivo,TUV-8765,20.0000000,Sí
688,04-26-24,TEISA 1,Súper,20.57,3.1,63.77,Camioneta,63.78,Efectivo,TUV-8765,18.0:13,No
689,04-26-24,TEISA 1,Extra,16.06,2.4,38.54,SUV,38.55,Transferencia,XYZ-5678,14.0:46,No
690,04-26-24,TEISA 1,Súper,19.46,3.1,60.33,Motocicleta,60.32,Efectivo,TUV-8765,8.0:17,Sí
691,04-26-24,TEISA 1,Súper,60.06,3.1,186.19,Bus,186.18,Tarjeta,Unidad 101,12.0000000,Sí
692,04-26-24,TEISA 1,Súper,5.64,3.1,17.48,Sedán,17.47,Tarjeta,KLM-4321,18.0:17,Sí
693,04-26-24,TEISA 1,Diésel,25.53,1.8,45.95,SUV,45.96,Efectivo,ABC-1234,8.0:18,Sí
694,04-27-24,TEISA 1,Diésel,36.14,1.8,65.05,Camioneta,65.05,Tarjeta,XYZ-5678,11.0000000,Sí
695,04-27-24,TEISA 1,Diésel,38.47,1.8,69.25,Camioneta,69.24,Transferencia,ABC-1234,17.0000000,No
696,04-27-24,TEISA 1,Extra,14.85,2.4,35.64,Bus,35.63,Efectivo,TUV-8765,15.000007,Sí
697,04-27-24,TEISA 1,Diésel,17.02,1.8,30.64,SUV,30.64,Tarjeta,TUV-8765,9.0:13,Sí
698,04-27-24,TEISA 1,Súper,37.98,3.1,117.74,Bus,117.73,Transferencia,Unidad 404,21.0:11,Sí
699,04-27-24,TEISA 1,Diésel,109.26,1.8,196.67,Bus,196.67,Efectivo,Unidad 202,18.000004,Sí
700,04-27-24,TEISA 1,Extra,58.09,2.4,139.42,Bus,139.42,Transferencia,Unidad 202,20.0:23,Sí
701,04-28-24,TEISA 1,Súper,25.24,3.1,78.24,Sedán,78.25,Transferencia,TUV-8765,16.000002,No
702,04-28-24,TEISA 1,Extra,4.72,2.4,11.33,Bus,11.32,Tarjeta,KLM-4321,8.0:57,Sí
703,04-28-24,TEISA 1,Súper,18.4,3.1,57.04,Motocicleta,57.03,Transferencia,ABC-1234,20.0:38,No
704,04-28-24,TEISA 1,Extra,22.14,2.4,53.14,Sedán,53.13,Efectivo,TUV-8765,13.0:47,Sí
705,04-28-24,TEISA 1,Extra,10.59,2.4,25.42,Sedán,25.42,Transferencia,KLM-4321,14.0:38,No
706,04-28-24,TEISA 1,Súper,43.79,3.1,135.75,Bus,135.76,Tarjeta,Unidad 404,20.0:45,Sí
707,04-28-24,TEISA 1,Extra,18.95,2.4,45.48,Sedán,45.47,Tarjeta,XYZ-5678,17.0:19,Sí
708,04-28-24,TEISA 1,Súper,40.31,3.1,124.96,Bus,124.97,Tarjeta,Unidad 303,15.0000000,Sí
709,04-29-24,TEISA 1,Extra,21.92,2.4,52.61,Sedán,52.61,Tarjeta,KLM-4321,0.0:22,No
710,04-29-24,TEISA 1,Diésel,86.04,1.8,154.87,Bus,154.87,Transferencia,Unidad 404,9.0:53,Sí
711,04-29-24,TEISA 1,Súper,11.93,3.1,36.98,Sedán,36.97,Efectivo,TUV-8765,9.0:31,No
712,04-29-24,TEISA 1,Súper,12.6,3.1,39.06,Camioneta,39.05,Tarjeta,ABC-1234,13.0:43,Sí
713,04-30-24,TEISA 1,Extra,46.69,2.4,112.06,Bus,112.06,Tarjeta,Unidad 101,21.0:36,Sí
714,04-30-24,TEISA 1,Diésel,38.96,1.8,70.13,Motocicleta,70.13,Transferencia,KLM-4321,21.0:21,Sí
715,04-30-24,TEISA 1,Extra,58.74,2.4,140.98,Bus,140.98,Efectivo,Unidad 101,21.0:28,Sí
716,04-30-24,TEISA 1,Extra,7.46,2.4,17.9,Camioneta,17.9,Transferencia,ABC-1234,10.0:52,No
717,04-30-24,TEISA 1,Extra,60.44,2.4,145.06,Bus,145.05,Transferencia,Unidad 202,17.0:14,Sí
718,04-30-24,TEISA 1,Diésel,17.16,1.8,30.89,Bus,30.88,Tarjeta,TUV-8765,14.0:52,Sí
719,04-30-24,TEISA 1,Extra,32.53,2.4,78.07,Sedán,78.08,Efectivo,TUV-8765,0.0:22,No
720,04-30-24,TEISA 1,Extra,57.85,2.4,138.84,Bus,138.83,Transferencia,Unidad 101,9.0:35,Sí
721,05-01-24,TEISA 1,Súper,21.16,3.1,65.6,Sedán,65.6,Transferencia,XYZ-5678,5.0:48,Sí
722,05-01-24,TEISA 1,Diésel,94.12,1.8,169.42,Bus,169.42,Transferencia,Unidad 101,16.0:37,Sí
723,05-01-24,TEISA 1,Extra,52.67,2.4,126.41,Bus,126.41,Efectivo,Unidad 101,14.0:49,Sí
724,05-01-24,TEISA 1,Súper,22.25,3.1,68.98,Sedán,68.97,Tarjeta,TUV-8765,13.0:15,No
725,05-01-24,TEISA 1,Diésel,34.63,1.8,62.33,Bus,62.33,Transferencia,ABC-1234,8.0:19,No
726,05-01-24,TEISA 1,Diésel,7.69,1.8,13.84,Camioneta,13.85,Transferencia,TUV-8765,19.0:53,No
727,05-02-24,TEISA 1,Extra,24.33,2.4,58.39,Motocicleta,58.39,Transferencia,TUV-8765,10.0:36,Sí
728,05-02-24,TEISA 1,Extra,5.26,2.4,12.62,Sedán,12.63,Tarjeta,ABC-1234,12.0:57,Sí
729,05-02-24,TEISA 1,Extra,12.25,2.4,29.4,SUV,29.4,Transferencia,KLM-4321,20.0000000,Sí
730,05-02-24,TEISA 1,Diésel,88.01,1.8,158.42,Bus,158.41,Tarjeta,Unidad 404,9.0000000,Sí
731,05-02-24,TEISA 1,Súper,13.99,3.1,43.37,Bus,43.36,Efectivo,TUV-8765,19.0:38,Sí
732,05-03-24,TEISA 1,Extra,25.64,2.4,61.54,Camioneta,61.53,Tarjeta,KLM-4321,10.0:33,No
733,05-03-24,TEISA 1,Extra,55.4,2.4,132.96,Bus,132.95,Transferencia,Unidad 202,13.0:16,Sí
734,05-03-24,TEISA 1,Súper,24.37,3.1,75.55,Camioneta,75.55,Efectivo,ABC-1234,14.0:29,No
735,05-03-24,TEISA 1,Súper,12.53,3.1,38.84,Sedán,38.83,Transferencia,ABC-1234,9.0:56,Sí
736,05-03-24,TEISA 1,Súper,24.59,3.1,76.23,Sedán,76.23,Efectivo,KLM-4321,16.0:13,Sí
737,05-03-24,TEISA 1,Extra,13.78,2.4,33.07,Bus,33.07,Transferencia,KLM-4321,9.0:39,No
738,05-03-24,TEISA 1,Súper,13.67,3.1,42.38,SUV,42.37,Transferencia,ABC-1234,10.0:23,No
739,05-03-24,TEISA 1,Diésel,88.85,1.8,159.93,Bus,159.93,Tarjeta,Unidad 404,10.0:52,Sí
740,05-04-24,TEISA 1,Extra,20.76,2.4,49.82,Camioneta,49.82,Transferencia,XYZ-5678,15.0:18,Sí
741,05-04-24,TEISA 1,Diésel,43.47,1.8,78.25,Sedán,78.25,Tarjeta,KLM-4321,15.0:48,Sí
742,05-04-24,TEISA 1,Súper,32.98,3.1,102.24,Bus,102.25,Transferencia,Unidad 202,9.0:35,Sí
743,05-04-24,TEISA 1,Súper,25.19,3.1,78.09,Camioneta,78.09,Efectivo,KLM-4321,10.0:26,No
744,05-04-24,TEISA 1,Súper,40.49,3.1,125.52,Bus,125.51,Tarjeta,Unidad 101,13.000009,Sí
745,05-05-24,TEISA 1,Extra,25.86,2.4,62.06,SUV,62.07,Transferencia,XYZ-5678,11.0:48,No
746,05-05-24,TEISA 1,Súper,61.27,3.1,189.94,Bus,189.95,Efectivo,Unidad 101,7.0:48,Sí
747,05-05-24,TEISA 1,Extra,12.34,2.4,29.62,Sedán,29.61,Transferencia,XYZ-5678,17.0:31,Sí
748,05-05-24,TEISA 1,Extra,21.12,2.4,50.69,SUV,50.69,Transferencia,XYZ-5678,13.0:33,No
749,05-06-24,TEISA 1,Extra,30.76,2.4,73.82,Motocicleta,73.83,Efectivo,XYZ-5678,15.0:38,No
750,05-06-24,TEISA 1,Diésel,27.81,1.8,50.06,SUV,50.05,Tarjeta,TUV-8765,10.0:18,No
751,05-06-24,TEISA 1,Súper,39.55,3.1,122.6,Bus,122.6,Tarjeta,Unidad 303,9.0:48,Sí
752,05-06-24,TEISA 2,Diésel,16.66,1.8,29.99,Motocicleta,29.98,Tarjeta,ABC-1234,21.0:17,Sí
753,05-06-24,TEISA 1,Diésel,14.94,1.8,26.89,Motocicleta,26.9,Efectivo,KLM-4321,5.000001,Sí
754,05-06-24,TEISA 1,Diésel,32.01,1.8,57.62,Sedán,57.61,Transferencia,TUV-8765,12.0:49,Sí
755,05-07-24,TEISA 1,Extra,13.81,2.4,33.14,Sedán,33.14,Tarjeta,XYZ-5678,20.0:18,Sí
756,05-07-24,TEISA 2,Súper,61.72,3.1,191.33,Bus,191.34,Transferencia,Unidad 101,7.0:29,Sí
757,05-07-24,TEISA 2,Extra,30.84,2.4,74.02,Motocicleta,74.02,Tarjeta,TUV-8765,7.000008,Sí
758,05-07-24,TEISA 1,Diésel,9.63,1.8,17.33,Motocicleta,17.33,Efectivo,KLM-4321,18.0:26,No
759,05-07-24,TEISA 1,Súper,25.53,3.1,79.14,Bus,79.14,Efectivo,TUV-8765,17.0:14,Sí
760,05-07-24,TEISA 1,Súper,10.95,3.1,33.95,Camioneta,33.93,Transferencia,ABC-1234,16.0:39,No
761,05-08-24,TEISA 1,Diésel,8.24,1.8,14.83,SUV,14.83,Efectivo,ABC-1234,9.000004,No
762,05-08-24,TEISA 2,Súper,16.5,3.1,51.15,SUV,51.14,Efectivo,XYZ-5678,14.000009,Sí
763,05-08-24,TEISA 1,Súper,23.8,3.1,73.78,Motocicleta,73.77,Efectivo,KLM-4321,12.0:51,No
764,05-08-24,TEISA 1,Diésel,77.64,1.8,139.75,Bus,139.75,Transferencia,Unidad 303,11.0:18,Sí
765,05-08-24,TEISA 1,Diésel,34.91,1.8,62.84,Sedán,62.84,Tarjeta,KLM-4321,10.0:23,No
766,05-08-24,TEISA 1,Diésel,87.29,1.8,157.12,Bus,157.13,Transferencia,Unidad 404,17.0:19,Sí
767,05-08-24,TEISA 1,Súper,6.11,3.1,18.94,Bus,18.93,Efectivo,XYZ-5678,5.0:11,Sí
768,05-09-24,TEISA 1,Diésel,6.78,1.8,12.2,Sedán,12.2,Transferencia,TUV-8765,9.000007,No
769,05-09-24,TEISA 1,Diésel,7.87,1.8,14.17,Camioneta,14.17,Transferencia,ABC-1234,15.0:19,No
770,05-09-24,TEISA 1,Extra,77.51,2.4,186.02,Bus,186.02,Tarjeta,Unidad 303,19.0:52,Sí
771,05-09-24,TEISA 1,Diésel,24.97,1.8,44.95,SUV,44.94,Efectivo,TUV-8765,15.000003,No
772,05-09-24,TEISA 1,Súper,20.74,3.1,64.29,SUV,64.29,Tarjeta,XYZ-5678,21.000004,No
773,05-10-24,TEISA 1,Súper,33.11,3.1,102.64,Bus,102.65,Tarjeta,Unidad 404,15.000006,Sí
774,05-10-24,TEISA 2,Diésel,8.27,1.8,14.89,Bus,14.88,Transferencia,KLM-4321,11.0:53,No
775,05-10-24,TEISA 1,Súper,60.06,3.1,186.19,Bus,186.18,Efectivo,Unidad 303,15.000001,Sí
776,05-10-24,TEISA 1,Diésel,33.29,1.8,59.92,Sedán,59.93,Efectivo,XYZ-5678,5.0:41,Sí
777,05-10-24,TEISA 1,Diésel,32.91,1.8,59.24,Camioneta,59.23,Efectivo,ABC-1234,20.0:17,No
778,05-11-24,TEISA 1,Extra,17.73,2.4,42.55,Sedán,42.56,Efectivo,KLM-4321,7.000007,Sí
